tsa,location,date,total_beds_available,total_beds_occupied,icu_beds_available,icu_beds_occupied,covid_inpatients,covid_icu_inpatients
S,Victoria,2020-04-25,290,267,33,33,23,3
S,Victoria,2020-04-26,296,252,35,35,22,3
S,Victoria,2020-04-27,276,253,33,35,26,4
S,Victoria,2020-04-28,240,261,30,36,25,4
S,Victoria,2020-04-29,292,287,29,35,24,5
S,Victoria,2020-04-30,289,292,35,32,25,4
S,Victoria,2020-05-01,271,302,30,38,29,8
S,Victoria,2020-05-02,284,296,35,32,24,4
S,Victoria,2020-05-03,281,287,41,37,24,5
S,Victoria,2020-05-04,291,262,35,41,22,4
S,Victoria,2020-05-05,278,288,30,38,22,2
S,Victoria,2020-05-06,283,319,34,38,21,4
S,Victoria,2020-05-07,268,324,31,35,21,3
S,Victoria,2020-05-08,254,333,28,34,20,2
S,Victoria,2020-05-09,257,328,32,36,18,2
S,Victoria,2020-05-10,257,300,30,34,17,2
S,Victoria,2020-05-11,254,278,29,41,18,2
S,Victoria,2020-05-12,275,295,33,29,17,1
S,Victoria,2020-05-13,246,317,36,32,17,3
S,Victoria,2020-05-14,250,318,40,30,12,4
S,Victoria,2020-05-15,274,308,37,32,12,4
S,Victoria,2020-05-16,280,306,34,37,15,4
S,Victoria,2020-05-17,300,298,32,39,14,4
S,Victoria,2020-05-18,325,272,32,35,15,4
S,Victoria,2020-05-19,292,283,42,29,12,2
S,Victoria,2020-05-20,183,329,31,34,10,1
S,Victoria,2020-05-21,196,357,23,42,11,1
S,Victoria,2020-05-22,207,345,20,43,15,2
S,Victoria,2020-05-23,206,336,22,42,15,2
S,Victoria,2020-05-24,224,316,29,35,13,1
S,Victoria,2020-05-25,208,314,22,43,13,1
S,Victoria,2020-05-26,212,307,27,36,13,1
S,Victoria,2020-05-27,215,309,36,33,14,1
S,Victoria,2020-05-28,203,331,27,36,12,2
S,Victoria,2020-05-29,199,329,32,37,6,3
S,Victoria,2020-05-30,199,329,32,37,10,3
S,Victoria,2020-05-31,257,312,31,37,18,1
S,Victoria,2020-06-01,249,268,29,38,17,1
S,Victoria,2020-06-02,257,275,28,40,19,2
S,Victoria,2020-06-03,256,305,27,43,19,2
S,Victoria,2020-06-04,251,311,33,37,22,2
S,Victoria,2020-06-05,266,302,32,37,23,4
S,Victoria,2020-06-06,244,319,28,38,14,4
S,Victoria,2020-06-07,93,307,24,46,13,5
S,Victoria,2020-06-08,210,296,15,41,12,3
S,Victoria,2020-06-09,247,320,24,49,11,4
S,Victoria,2020-06-10,212,368,16,54,10,4
S,Victoria,2020-06-11,198,370,17,51,9,4
S,Victoria,2020-06-12,188,365,14,45,7,1
S,Victoria,2020-06-13,169,386,16,44,7,1
S,Victoria,2020-06-14,153,359,17,45,8,2
S,Victoria,2020-06-15,218,334,17,46,11,2
S,Victoria,2020-06-16,204,338,17,42,11,3
S,Victoria,2020-06-17,211,349,21,40,12,2
S,Victoria,2020-06-18,209,360,23,38,9,1
S,Victoria,2020-06-19,215,353,20,40,11,2
S,Victoria,2020-06-20,222,339,30,39,15,4
S,Victoria,2020-06-21,227,318,32,40,15,3
S,Victoria,2020-06-22,203,318,25,43,20,6
S,Victoria,2020-06-23,205,321,26,39,18,6
S,Victoria,2020-06-24,195,365,19,46,30,12
S,Victoria,2020-06-25,190,369,22,45,31,5
S,Victoria,2020-06-26,190,363,19,49,30,7
S,Victoria,2020-06-27,210,95,19,11,16,5
S,Victoria,2020-06-28,195,315,30,32,40,8
S,Victoria,2020-06-29,174,324,22,39,45,9
S,Victoria,2020-06-30,161,345,23,39,50,18
S,Victoria,2020-07-01,165,384,16,48,62,14
S,Victoria,2020-07-02,147,400,12,54,68,18
S,Victoria,2020-07-03,146,404,21,46,78,22
S,Victoria,2020-07-04,133,397,15,53,94,29
S,Victoria,2020-07-05,85,379,7,58,97,25
S,Victoria,2020-07-06,95,374,9,56,108,27
S,Victoria,2020-07-07,113,385,8,58,117,29
S,Victoria,2020-07-08,134,409,13,61,106,29
S,Victoria,2020-07-09,111,424,12,61,114,29
S,Victoria,2020-07-10,107,439,10,66,140,54
S,Victoria,2020-07-11,88,408,5,58,136,33
S,Victoria,2020-07-12,63,403,5,57,161,38
S,Victoria,2020-07-13,91,401,5,57,153,37
S,Victoria,2020-07-14,149,396,18,59,155,38
S,Victoria,2020-07-15,146,395,12,60,136,38
S,Victoria,2020-07-16,83,392,16,59,144,36
S,Victoria,2020-07-17,103,366,15,56,142,32
S,Victoria,2020-07-18,75,388,18,63,157,37
S,Victoria,2020-07-19,96,394,14,58,162,37
S,Victoria,2020-07-20,101,383,17,63,167,41
S,Victoria,2020-07-21,92,373,9,70,167,47
S,Victoria,2020-07-22,79,404,12,75,169,48
S,Victoria,2020-07-23,95,89,18,72,178,47
S,Victoria,2020-07-24,98,408,8,80,184,51
S,Victoria,2020-07-25,107,445,9,75,179,53
S,Victoria,2020-07-26,122,350,17,67,174,49
S,Victoria,2020-07-27,130,421,17,71,179,50
S,Victoria,2020-07-28,138,348,16,74,184,50
S,Victoria,2020-07-29,138,365,13,74,183,50
S,Victoria,2020-07-30,127,355,14,71,167,47
S,Victoria,2020-07-31,129,371,18,63,163,40
S,Victoria,2020-08-01,128,400,18,67,162,42
S,Victoria,2020-08-02,147,386,23,64,165,38
S,Victoria,2020-08-03,147,386,23,64,165,38
S,Victoria,2020-08-04,125,376,19,68,167,43
S,Victoria,2020-08-05,118,385,19,68,166,44
S,Victoria,2020-08-06,121,377,23,61,159,44
S,Victoria,2020-08-07,144,362,23,60,144,35
S,Victoria,2020-08-08,133,357,22,64,144,39
S,Victoria,2020-08-09,130,340,21,62,131,33
S,Victoria,2020-08-10,155,319,24,60,126,38
S,Victoria,2020-08-11,157,331,26,57,119,34
S,Victoria,2020-08-12,127,362,23,61,100,34
S,Victoria,2020-08-13,152,356,32,52,101,35
S,Victoria,2020-08-14,151,320,21,54,93,35
S,Victoria,2020-08-15,166,312,18,57,86,29
S,Victoria,2020-08-16,184,311,18,66,83,33
S,Victoria,2020-08-17,185,310,22,62,79,29
S,Victoria,2020-08-18,178,323,25,63,95,31
S,Victoria,2020-08-19,113,364,22,65,96,33
S,Victoria,2020-08-20,150,363,19,59,94,32
S,Victoria,2020-08-21,150,369,17,60,96,29
S,Victoria,2020-08-22,166,361,20,55,92,26
S,Victoria,2020-08-23,173,297,18,51,90,26
S,Victoria,2020-08-24,177,287,17,55,85,30
S,Victoria,2020-08-25,174,296,20,52,86,28
S,Victoria,2020-08-26,168,306,22,55,92,35
S,Victoria,2020-08-27,166,313,22,54,93,34
S,Victoria,2020-08-28,129,325,22,53,92,31
S,Victoria,2020-08-29,146,350,25,49,87,29
S,Victoria,2020-08-30,151,353,20,54,86,29
S,Victoria,2020-08-31,158,330,24,52,83,28
S,Victoria,2020-09-01,154,351,20,54,82,27
S,Victoria,2020-09-02,157,321,22,57,76,24
S,Victoria,2020-09-03,133,334,15,63,78,27
S,Victoria,2020-09-04,158,308,20,57,69,25
S,Victoria,2020-09-05,163,303,23,52,66,26
S,Victoria,2020-09-06,165,310,17,49,58,23
S,Victoria,2020-09-07,163,292,21,49,67,28
S,Victoria,2020-09-08,171,287,25,40,67,27
S,Victoria,2020-09-09,168,295,24,42,61,24
S,Victoria,2020-09-10,153,327,31,43,63,22
S,Victoria,2020-09-11,173,327,24,51,67,25
S,Victoria,2020-09-12,173,353,25,51,70,26
S,Victoria,2020-09-13,187,310,28,49,62,26
S,Victoria,2020-09-14,217,289,24,50,70,28
S,Victoria,2020-09-15,207,306,26,48,67,27
T,Laredo,2020-04-12,100,255,15,,25,12
T,Laredo,2020-04-13,110,238,21,,24,11
T,Laredo,2020-04-14,86,241,16,,28,11
T,Laredo,2020-04-15,100,234,14,,26,13
T,Laredo,2020-04-16,95,253,13,,27,14
T,Laredo,2020-04-17,113,253,19,,31,15
T,Laredo,2020-04-18,107,245,17,,31,16
T,Laredo,2020-04-19,120,222,12,,25,15
T,Laredo,2020-04-20,124,201,13,,27,14
T,Laredo,2020-04-21,124,201,13,,27,14
T,Laredo,2020-04-22,137,237,15,,23,15
T,Laredo,2020-04-23,140,250,18,39,20,12
T,Laredo,2020-04-24,109,253,19,45,28,14
T,Laredo,2020-04-25,107,253,15,50,25,13
T,Laredo,2020-04-26,132,248,30,45,24,12
T,Laredo,2020-04-27,131,231,31,45,23,12
T,Laredo,2020-04-28,123,214,22,46,20,10
T,Laredo,2020-04-29,141,236,24,47,23,13
T,Laredo,2020-04-30,132,259,13,48,18,10
T,Laredo,2020-05-01,127,268,9,49,20,10
T,Laredo,2020-05-02,136,257,13,49,21,10
T,Laredo,2020-05-03,114,226,13,41,23,12
T,Laredo,2020-05-04,115,219,12,42,23,12
T,Laredo,2020-05-05,110,230,12,48,20,10
T,Laredo,2020-05-06,121,264,7,48,18,9
T,Laredo,2020-05-07,92,298,6,52,19,9
T,Laredo,2020-05-08,111,295,11,52,18,9
T,Laredo,2020-05-09,108,299,10,53,18,10
T,Laredo,2020-05-10,118,291,8,50,18,9
T,Laredo,2020-05-11,119,268,13,48,17,10
T,Laredo,2020-05-12,129,259,13,44,14,7
T,Laredo,2020-05-13,131,267,13,40,13,7
T,Laredo,2020-05-14,116,276,17,37,14,8
T,Laredo,2020-05-15,112,297,12,43,15,7
T,Laredo,2020-05-16,94,307,8,50,16,8
T,Laredo,2020-05-17,102,274,8,51,15,9
T,Laredo,2020-05-18,104,275,7,52,14,9
T,Laredo,2020-05-19,108,280,7,54,13,9
T,Laredo,2020-05-20,109,295,9,49,13,8
T,Laredo,2020-05-21,108,317,7,50,14,8
T,Laredo,2020-05-22,119,315,7,46,14,8
T,Laredo,2020-05-23,107,314,7,45,14,8
T,Laredo,2020-05-24,113,279,13,49,13,9
T,Laredo,2020-05-25,112,247,7,52,14,8
T,Laredo,2020-05-26,109,252,8,50,14,8
T,Laredo,2020-05-27,107,266,8,50,14,7
T,Laredo,2020-05-28,98,300,12,43,15,7
T,Laredo,2020-05-29,108,329,8,45,16,8
T,Laredo,2020-05-30,107,328,9,50,15,8
T,Laredo,2020-05-31,109,283,7,53,14,7
T,Laredo,2020-06-01,117,254,9,52,14,5
T,Laredo,2020-06-02,109,263,7,48,12,4
T,Laredo,2020-06-03,111,278,9,45,10,5
T,Laredo,2020-06-04,104,291,8,47,12,6
T,Laredo,2020-06-05,115,301,11,36,11,6
T,Laredo,2020-06-06,102,303,7,49,12,6
T,Laredo,2020-06-07,105,261,8,47,10,5
T,Laredo,2020-06-08,118,247,12,47,9,4
T,Laredo,2020-06-09,94,269,7,49,9,5
T,Laredo,2020-06-10,92,318,6,54,12,7
T,Laredo,2020-06-11,95,328,8,47,12,8
T,Laredo,2020-06-12,96,329,11,50,12,7
T,Laredo,2020-06-13,39,293,8,45,12,7
T,Laredo,2020-06-14,46,269,8,45,11,7
T,Laredo,2020-06-15,112,282,12,51,11,7
T,Laredo,2020-06-16,95,289,9,48,10,7
T,Laredo,2020-06-17,101,314,12,53,14,7
T,Laredo,2020-06-18,104,322,16,50,14,7
T,Laredo,2020-06-19,113,316,17,52,15,7
T,Laredo,2020-06-20,93,328,7,56,16,9
T,Laredo,2020-06-21,102,314,7,57,18,9
T,Laredo,2020-06-22,122,280,14,53,15,9
T,Laredo,2020-06-23,116,264,14,57,20,9
T,Laredo,2020-06-24,111,298,20,51,24,14
T,Laredo,2020-06-25,108,338,17,55,33,15
T,Laredo,2020-06-26,100,330,11,52,42,20
T,Laredo,2020-06-27,91,320,10,60,44,20
T,Laredo,2020-06-28,104,307,10,62,50,23
T,Laredo,2020-06-29,95,311,11,60,54,26
T,Laredo,2020-06-30,91,331,9,63,71,29
T,Laredo,2020-07-01,78,358,9,65,82,28
T,Laredo,2020-07-02,77,382,9,65,91,29
T,Laredo,2020-07-03,87,360,12,67,100,30
T,Laredo,2020-07-04,91,347,8,61,95,30
T,Laredo,2020-07-05,80,329,8,69,90,31
T,Laredo,2020-07-06,64,334,5,68,93,35
T,Laredo,2020-07-07,79,344,6,71,103,39
T,Laredo,2020-07-08,65,376,5,76,110,39
T,Laredo,2020-07-09,85,384,12,69,116,34
T,Laredo,2020-07-10,78,393,8,68,123,38
T,Laredo,2020-07-11,79,396,8,82,150,48
T,Laredo,2020-07-12,96,361,7,81,154,51
T,Laredo,2020-07-13,95,360,5,87,149,47
T,Laredo,2020-07-14,91,369,5,86,165,54
T,Laredo,2020-07-15,75,415,5,85,159,57
T,Laredo,2020-07-16,89,410,7,85,155,56
T,Laredo,2020-07-17,41,360,3,82,162,59
T,Laredo,2020-07-18,85,385,7,88,131,38
T,Laredo,2020-07-19,86,369,7,85,157,61
T,Laredo,2020-07-20,97,368,7,89,166,63
T,Laredo,2020-07-21,93,376,6,92,168,64
T,Laredo,2020-07-22,91,405,5,94,169,63
T,Laredo,2020-07-23,75,269,11,61,167,64
T,Laredo,2020-07-24,84,264,9,62,180,64
T,Laredo,2020-07-25,79,386,2,78,164,59
T,Laredo,2020-07-26,147,0,0,158,224,101
T,Laredo,2020-07-27,40,387,0,89,170,63
T,Laredo,2020-07-28,47,376,0,96,179,64
T,Laredo,2020-07-29,45,398,1,95,253,72
T,Laredo,2020-07-30,43,414,1,99,190,70
T,Laredo,2020-07-31,26,448,3,100,219,73
T,Laredo,2020-08-01,24,441,3,100,225,74
T,Laredo,2020-08-02,23,413,3,104,221,73
T,Laredo,2020-08-03,23,414,3,93,219,73
T,Laredo,2020-08-04,34,405,3,101,221,69
T,Laredo,2020-08-05,16,434,1,103,221,73
T,Laredo,2020-08-06,21,452,1,109,219,75
T,Laredo,2020-08-07,21,453,1,108,209,73
T,Laredo,2020-08-08,22,418,1,106,201,72
T,Laredo,2020-08-09,32,402,6,100,196,69
T,Laredo,2020-08-10,32,403,6,90,205,73
T,Laredo,2020-08-11,35,397,9,95,195,68
T,Laredo,2020-08-12,56,393,9,104,175,74
T,Laredo,2020-08-13,63,403,9,99,175,73
T,Laredo,2020-08-14,60,388,5,96,168,69
T,Laredo,2020-08-15,55,410,3,95,183,64
T,Laredo,2020-08-16,63,397,3,90,182,72
T,Laredo,2020-08-17,63,401,2,90,189,71
T,Laredo,2020-08-18,79,397,8,92,185,72
T,Laredo,2020-08-19,71,410,7,88,170,68
T,Laredo,2020-08-20,64,409,10,91,152,60
T,Laredo,2020-08-21,53,400,11,85,154,63
T,Laredo,2020-08-22,38,390,1,91,153,63
T,Laredo,2020-08-23,40,386,1,95,156,63
T,Laredo,2020-08-24,45,384,1,96,162,66
T,Laredo,2020-08-25,47,379,3,97,162,64
T,Laredo,2020-08-26,52,415,5,97,153,61
T,Laredo,2020-08-27,46,430,5,101,155,64
T,Laredo,2020-08-28,40,430,8,93,147,60
T,Laredo,2020-08-29,41,411,8,93,138,61
T,Laredo,2020-08-30,55,392,4,83,135,61
T,Laredo,2020-08-31,57,384,4,88,133,61
T,Laredo,2020-09-01,48,382,9,92,132,61
T,Laredo,2020-09-02,40,405,11,90,131,60
T,Laredo,2020-09-03,38,431,10,99,128,59
T,Laredo,2020-09-04,45,414,10,106,117,60
T,Laredo,2020-09-05,36,398,3,101,114,59
T,Laredo,2020-09-06,37,387,3,98,118,59
T,Laredo,2020-09-07,36,378,3,95,121,60
T,Laredo,2020-09-08,56,374,7,92,145,83
T,Laredo,2020-09-09,52,403,13,93,124,58
T,Laredo,2020-09-10,50,432,11,94,122,55
T,Laredo,2020-09-11,57,428,12,84,111,54
T,Laredo,2020-09-12,35,404,7,95,112,52
T,Laredo,2020-09-13,40,356,3,93,107,52
T,Laredo,2020-09-14,40,352,3,94,107,51
T,Laredo,2020-09-15,89,352,16,91,102,51
U,Corpus Christi,2020-04-12,360,785,21,,9,5
U,Corpus Christi,2020-04-13,382,765,23,,12,5
U,Corpus Christi,2020-04-14,360,779,15,,9,5
U,Corpus Christi,2020-04-15,356,722,22,,12,6
U,Corpus Christi,2020-04-16,366,810,21,,7,5
U,Corpus Christi,2020-04-17,360,798,28,,11,5
U,Corpus Christi,2020-04-18,383,815,28,,13,4
U,Corpus Christi,2020-04-19,384,802,25,,8,3
U,Corpus Christi,2020-04-20,382,740,29,,9,3
U,Corpus Christi,2020-04-21,395,740,30,,9,3
U,Corpus Christi,2020-04-22,411,683,21,,6,1
U,Corpus Christi,2020-04-23,362,848,20,142,8,1
U,Corpus Christi,2020-04-24,363,858,14,152,6,1
U,Corpus Christi,2020-04-25,329,866,15,151,9,3
U,Corpus Christi,2020-04-26,333,920,17,150,9,1
U,Corpus Christi,2020-04-27,333,885,20,149,4,1
U,Corpus Christi,2020-04-28,317,860,21,146,4,1
U,Corpus Christi,2020-04-29,287,939,10,148,4,1
U,Corpus Christi,2020-04-30,307,964,13,161,4,1
U,Corpus Christi,2020-05-01,302,985,18,149,4,1
U,Corpus Christi,2020-05-02,296,993,19,151,16,5
U,Corpus Christi,2020-05-03,301,976,18,148,16,5
U,Corpus Christi,2020-05-04,299,920,18,139,4,0
U,Corpus Christi,2020-05-05,295,916,25,132,4,0
U,Corpus Christi,2020-05-06,295,985,14,151,4,1
U,Corpus Christi,2020-05-07,297,1058,13,152,6,2
U,Corpus Christi,2020-05-08,297,1070,11,158,5,2
U,Corpus Christi,2020-05-09,282,1062,12,162,8,3
U,Corpus Christi,2020-05-10,358,1016,15,150,9,4
U,Corpus Christi,2020-05-11,332,977,14,140,9,5
U,Corpus Christi,2020-05-12,304,964,21,142,9,4
U,Corpus Christi,2020-05-13,284,979,18,145,8,3
U,Corpus Christi,2020-05-14,278,1051,20,152,16,3
U,Corpus Christi,2020-05-15,330,1059,17,157,22,9
U,Corpus Christi,2020-05-16,359,1034,19,140,17,4
U,Corpus Christi,2020-05-17,346,1001,8,152,7,1
U,Corpus Christi,2020-05-18,355,968,17,138,7,1
U,Corpus Christi,2020-05-19,351,1003,18,143,6,1
U,Corpus Christi,2020-05-20,348,1026,26,151,12,6
U,Corpus Christi,2020-05-21,348,1062,24,163,5,2
U,Corpus Christi,2020-05-22,325,1108,29,159,13,5
U,Corpus Christi,2020-05-23,322,1064,30,144,8,3
U,Corpus Christi,2020-05-24,298,1058,21,140,9,3
U,Corpus Christi,2020-05-25,307,1008,24,144,9,4
U,Corpus Christi,2020-05-26,309,1002,18,145,9,4
U,Corpus Christi,2020-05-27,305,1021,14,145,8,3
U,Corpus Christi,2020-05-28,295,1089,10,154,9,3
U,Corpus Christi,2020-05-29,315,1023,10,145,8,3
U,Corpus Christi,2020-05-30,293,1039,13,147,6,3
U,Corpus Christi,2020-05-31,299,1025,17,142,6,3
U,Corpus Christi,2020-06-01,319,980,18,129,6,3
U,Corpus Christi,2020-06-02,307,971,16,129,8,3
U,Corpus Christi,2020-06-03,329,1013,18,141,10,4
U,Corpus Christi,2020-06-04,316,1017,13,143,7,2
U,Corpus Christi,2020-06-05,310,1042,11,149,8,2
U,Corpus Christi,2020-06-06,316,1073,13,147,11,3
U,Corpus Christi,2020-06-07,309,911,14,118,8,2
U,Corpus Christi,2020-06-08,294,835,20,117,7,2
U,Corpus Christi,2020-06-09,344,999,17,166,8,2
U,Corpus Christi,2020-06-10,291,1054,6,171,7,3
U,Corpus Christi,2020-06-11,293,917,7,151,7,3
U,Corpus Christi,2020-06-12,284,1089,14,155,12,7
U,Corpus Christi,2020-06-13,245,1048,13,156,11,7
U,Corpus Christi,2020-06-14,227,1016,8,164,14,5
U,Corpus Christi,2020-06-15,248,924,11,160,15,5
U,Corpus Christi,2020-06-16,246,951,10,156,14,7
U,Corpus Christi,2020-06-17,277,1081,10,148,18,4
U,Corpus Christi,2020-06-18,298,1072,11,155,20,3
U,Corpus Christi,2020-06-19,313,1057,11,160,24,4
U,Corpus Christi,2020-06-20,319,1079,14,163,26,5
U,Corpus Christi,2020-06-21,316,1001,18,146,26,7
U,Corpus Christi,2020-06-22,306,966,13,148,31,11
U,Corpus Christi,2020-06-23,300,974,8,151,38,13
U,Corpus Christi,2020-06-24,286,1046,5,163,39,18
U,Corpus Christi,2020-06-25,285,1093,7,165,38,12
U,Corpus Christi,2020-06-26,297,1105,14,163,85,27
U,Corpus Christi,2020-06-27,306,1083,12,164,94,26
U,Corpus Christi,2020-06-28,308,990,10,157,107,32
U,Corpus Christi,2020-06-29,291,961,9,155,109,31
U,Corpus Christi,2020-06-30,292,977,10,145,127,39
U,Corpus Christi,2020-07-01,315,1064,8,165,163,51
U,Corpus Christi,2020-07-02,312,1118,8,163,173,58
U,Corpus Christi,2020-07-03,315,1098,9,173,208,63
U,Corpus Christi,2020-07-04,321,1065,12,151,217,60
U,Corpus Christi,2020-07-05,327,1038,14,160,227,66
U,Corpus Christi,2020-07-06,353,1052,7,164,249,82
U,Corpus Christi,2020-07-07,325,1082,4,177,303,96
U,Corpus Christi,2020-07-08,317,1079,3,178,328,106
U,Corpus Christi,2020-07-09,308,1062,3,166,322,118
U,Corpus Christi,2020-07-10,296,1154,3,142,341,112
U,Corpus Christi,2020-07-11,353,1173,4,176,337,114
U,Corpus Christi,2020-07-12,375,1163,4,170,360,102
U,Corpus Christi,2020-07-13,355,1131,2,178,355,102
U,Corpus Christi,2020-07-14,292,1134,2,171,348,118
U,Corpus Christi,2020-07-15,290,1172,4,180,333,103
U,Corpus Christi,2020-07-16,266,1228,4,208,351,123
U,Corpus Christi,2020-07-17,256,1194,3,206,382,128
U,Corpus Christi,2020-07-18,266,1240,4,213,338,125
U,Corpus Christi,2020-07-19,286,1210,5,232,426,152
U,Corpus Christi,2020-07-20,265,1147,2,233,430,149
U,Corpus Christi,2020-07-21,310,1137,23,181,414,124
U,Corpus Christi,2020-07-22,301,1232,16,223,411,131
U,Corpus Christi,2020-07-23,1321,1067,155,216,528,156
U,Corpus Christi,2020-07-24,1496,1216,159,201,448,155
U,Corpus Christi,2020-07-25,1433,1207,160,203,445,155
U,Corpus Christi,2020-07-26,1071,66,148,218,437,155
U,Corpus Christi,2020-07-27,1071,1137,148,230,448,159
U,Corpus Christi,2020-07-28,1421,1088,150,236,445,150
U,Corpus Christi,2020-07-29,1417,1082,150,218,438,137
U,Corpus Christi,2020-07-30,1682,1113,213,218,422,138
U,Corpus Christi,2020-07-31,1658,1094,213,221,482,141
U,Corpus Christi,2020-08-01,1752,1068,223,97,434,141
U,Corpus Christi,2020-08-02,1754,1071,233,245,385,140
U,Corpus Christi,2020-08-03,465,1061,36,234,372,138
U,Corpus Christi,2020-08-04,1505,1043,173,225,371,129
U,Corpus Christi,2020-08-05,791,1102,30,256,372,148
U,Corpus Christi,2020-08-06,828,1081,57,229,392,128
U,Corpus Christi,2020-08-07,602,1068,60,220,371,124
U,Corpus Christi,2020-08-08,578,1043,44,224,356,132
U,Corpus Christi,2020-08-09,532,935,30,223,351,131
U,Corpus Christi,2020-08-10,537,1092,51,216,347,121
U,Corpus Christi,2020-08-11,503,1023,58,209,363,119
U,Corpus Christi,2020-08-12,497,1035,47,224,353,118
U,Corpus Christi,2020-08-13,456,1035,57,212,301,94
U,Corpus Christi,2020-08-14,560,1027,70,189,299,91
U,Corpus Christi,2020-08-15,486,1040,73,190,288,88
U,Corpus Christi,2020-08-16,445,997,37,194,285,91
U,Corpus Christi,2020-08-17,468,973,46,194,286,87
U,Corpus Christi,2020-08-18,525,991,61,180,278,73
U,Corpus Christi,2020-08-19,532,1018,58,185,274,81
U,Corpus Christi,2020-08-20,496,1008,54,171,264,72
U,Corpus Christi,2020-08-21,461,1044,37,192,280,88
U,Corpus Christi,2020-08-22,480,1058,29,208,259,81
U,Corpus Christi,2020-08-23,472,1036,61,201,244,75
U,Corpus Christi,2020-08-24,433,986,22,209,251,74
U,Corpus Christi,2020-08-25,441,979,25,190,266,78
U,Corpus Christi,2020-08-26,462,1005,7,208,246,77
U,Corpus Christi,2020-08-27,460,1008,8,209,215,79
U,Corpus Christi,2020-08-28,466,1012,19,199,209,71
U,Corpus Christi,2020-08-29,450,1014,12,206,169,72
U,Corpus Christi,2020-08-30,461,1017,23,184,181,63
U,Corpus Christi,2020-08-31,509,1020,30,169,163,62
U,Corpus Christi,2020-09-01,456,1015,32,190,162,57
U,Corpus Christi,2020-09-02,472,1018,17,204,162,61
U,Corpus Christi,2020-09-03,481,1026,19,203,155,58
U,Corpus Christi,2020-09-04,428,1070,34,182,162,58
U,Corpus Christi,2020-09-05,484,1038,39,190,159,52
U,Corpus Christi,2020-09-06,523,1001,40,186,157,49
U,Corpus Christi,2020-09-07,608,954,48,181,149,52
U,Corpus Christi,2020-09-08,633,953,48,156,139,42
U,Corpus Christi,2020-09-09,581,971,49,155,131,35
U,Corpus Christi,2020-09-10,533,1041,38,164,156,46
U,Corpus Christi,2020-09-11,577,1019,31,169,131,39
U,Corpus Christi,2020-09-12,575,967,46,176,129,39
U,Corpus Christi,2020-09-13,585,949,45,170,121,36
U,Corpus Christi,2020-09-14,588,923,52,145,112,32
U,Corpus Christi,2020-09-15,624,927,55,144,120,34
V,Lower Rio Grande Valley,2020-04-12,881,1219,108,,57,18
V,Lower Rio Grande Valley,2020-04-13,861,1157,105,,65,22
V,Lower Rio Grande Valley,2020-04-14,817,1333,101,,68,32
V,Lower Rio Grande Valley,2020-04-15,821,1420,94,,65,27
V,Lower Rio Grande Valley,2020-04-16,910,1473,91,,61,30
V,Lower Rio Grande Valley,2020-04-17,853,1361,97,,68,24
V,Lower Rio Grande Valley,2020-04-18,751,1354,88,,57,20
V,Lower Rio Grande Valley,2020-04-19,865,1327,104,,57,21
V,Lower Rio Grande Valley,2020-04-20,872,1235,105,,54,22
V,Lower Rio Grande Valley,2020-04-21,872,1235,105,,51,19
V,Lower Rio Grande Valley,2020-04-22,748,1573,104,,49,23
V,Lower Rio Grande Valley,2020-04-23,730,1563,107,143,30,20
V,Lower Rio Grande Valley,2020-04-24,827,1490,112,147,34,18
V,Lower Rio Grande Valley,2020-04-25,807,1708,112,151,33,17
V,Lower Rio Grande Valley,2020-04-26,873,1597,116,171,33,17
V,Lower Rio Grande Valley,2020-04-27,964,1543,112,179,30,16
V,Lower Rio Grande Valley,2020-04-28,798,1569,92,172,32,17
V,Lower Rio Grande Valley,2020-04-29,781,1511,77,167,28,15
V,Lower Rio Grande Valley,2020-04-30,821,1672,89,161,29,12
V,Lower Rio Grande Valley,2020-05-01,784,1714,92,163,30,12
V,Lower Rio Grande Valley,2020-05-02,766,1746,92,160,35,13
V,Lower Rio Grande Valley,2020-05-03,741,1718,92,161,36,12
V,Lower Rio Grande Valley,2020-05-04,832,1691,77,165,35,12
V,Lower Rio Grande Valley,2020-05-05,785,1617,99,153,37,15
V,Lower Rio Grande Valley,2020-05-06,718,1784,92,164,35,15
V,Lower Rio Grande Valley,2020-05-07,650,1910,94,159,35,16
V,Lower Rio Grande Valley,2020-05-08,741,1792,94,156,21,11
V,Lower Rio Grande Valley,2020-05-09,758,1798,91,173,37,12
V,Lower Rio Grande Valley,2020-05-10,746,1725,89,174,35,9
V,Lower Rio Grande Valley,2020-05-11,821,1573,91,171,35,10
V,Lower Rio Grande Valley,2020-05-12,808,1644,86,176,36,11
V,Lower Rio Grande Valley,2020-05-13,754,1761,69,190,35,11
V,Lower Rio Grande Valley,2020-05-14,768,1906,72,192,32,11
V,Lower Rio Grande Valley,2020-05-15,741,1902,53,192,39,13
V,Lower Rio Grande Valley,2020-05-16,691,1950,50,199,38,12
V,Lower Rio Grande Valley,2020-05-17,813,1711,60,194,33,11
V,Lower Rio Grande Valley,2020-05-18,799,1670,54,173,36,14
V,Lower Rio Grande Valley,2020-05-19,852,1684,57,181,36,16
V,Lower Rio Grande Valley,2020-05-20,811,1884,51,203,30,10
V,Lower Rio Grande Valley,2020-05-21,810,1935,36,195,29,11
V,Lower Rio Grande Valley,2020-05-22,684,1945,34,177,30,12
V,Lower Rio Grande Valley,2020-05-23,630,1936,34,171,34,14
